split,line_no,segment_id,duration_seconds,start_time,end_time,text_len,word_count,english_token_count,number_count,cs_terms_count,cs_terms_count_given,cs_terms_list_size,topic,audio_present,has_original_video_link,has_original_video_title,suspect,suspect_reasons,segment_text_preview,cs_terms_preview
train,2144,Med_CS-2002-15,6.0,1781498040000.0,1781498340000.0,73,17,24,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Theo các tài liệu của Pháp để lại thì Lâm Đồng có thể là nơi có Nocardia.,Nocardia
train,2145,Med_CS-2002-16,11.0,1781498340000.0,1781498940000.0,112,20,29,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"cần phân biệt bệnh Nocardia với một số bệnh tương tự như lao phổi, lao da, Actinomycosis và Eromocotic mycetoma.",Nocardia
train,2146,Med_CS-2002-17,3.0,1781499840000.0,1781499960000.0,52,10,18,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Nguyên nhân gây bệnh. Tác nhân gây bệnh là Nocardia.,Nocardia
train,2147,Med_CS-2002-19,10.0,1781500680000.0,1781501220000.0,153,33,45,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nocardia là loài vi khuẩn gram dương kháng toan, sống trong đất nhất là ở vùng đồi núi, trong tự nhiên Nocardia sống ở đất và cây cỏ mục, nhất là gỗ mục.",Nocardia
train,2148,Med_CS-2002-20,9.0,1781501640000.0,1781502120000.0,155,34,54,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Đặc biệt chưa có tài liệu nào nói Nocardia lây truyền trực tiếp từ người sang người mà chỉ qua vết xây xước trên da, phổ biến là qua vết đâm xuyên của gai.",Nocardia
train,2149,Med_CS-2002-21,7.0,1781502120000.0,1781502480000.0,106,21,36,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Người nhiễm Nocardia có miễn dịch nhưng chưa thấy tài liệu nào nói Nocardia có miễn dịch bền vững ở người.,Nocardia
train,2150,Med_CS-2002-22,6.0,1781502480000.0,1781502780000.0,69,14,22,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Dấu hiệu triệu chứng. Nocardia có thể gây ra bệnh da, phổi, tim, não.",Nocardia
train,2151,Med_CS-2002-23,7.0,1781503380000.0,1781503740000.0,117,25,40,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nhiễm Nocardia ở phổi bệnh nhân đau ngực, khó thở, kèm theo dấu hiệu toàn thân như là sốt, ớn lạnh, mệt mỏi, sụt cân.",Nocardia
train,2152,Med_CS-2002-24,12.0,1781503740000.0,1781504400000.0,187,38,59,1,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Các bệnh được xác định bằng xét nghiệm tìm thấy Nocardia trong mủ dịch của thương tổn, mảnh sinh thiết bằng các phương pháp nhuộm gram, nuôi cấy trên môi trường",Nocardia
train,2153,Med_CS-2002-25,12.0,1781504580000.0,1781505240000.0,219,48,78,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Mặc dù chưa có tài liệu chứng tỏ Nocardia gây ra các vụ dịch, nhưng tại các địa phương nếu xuất hiện bệnh Nocardia thì cũng nên báo cáo cho các nhà quản lý biết",Nocardia
train,2154,Med_CS-2003-1,9.0,1781482500000.0,1781482980000.0,144,30,48,1,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Xin kính chào quý vị và các bạn trong chương trình sức khỏe 365 ngày hôm nay, sau phần tin tức là một bệnh thường gặp, giới thiệu bệnh Nocardia.",Nocardia
train,2155,Med_CS-2003-11,15.0,1781496060000.0,1781496900000.0,260,54,85,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Thưa quý vị và các bạn, bệnh Nocardia là một bệnh truyền nhiễm thuộc nhóm C trong luật phòng chống bệnh truyền nhiễm, hiện chưa có tài liệu nào cả trong nước và",Nocardia
train,2156,Med_CS-2003-13,5.0,1781497800000.0,1781498040000.0,64,15,23,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Ở Việt Nam chưa có tài liệu nào nói về dịch tễ học của Nocardia.,Nocardia
train,2157,Med_CS-2003-15,11.0,1781498280000.0,1781498880000.0,112,20,29,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Cần phân biệt bệnh Nocardia với một số bệnh tương tự như lao phổi, lao da, Actinomycosis và Eromycotic mycetoma.",Nocardia
train,2158,Med_CS-2003-17,6.0,1781500680000.0,1781500980000.0,88,18,25,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nocardia là loại vi khuẩn gram dương, kháng toan, sống trong đất nhất là ở vùng đồi núi.",Nocardia
train,2159,Med_CS-2003-18,9.0,1781500980000.0,1781501460000.0,139,31,44,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Trong tự nhiên Nocardia sống ở đất và cây cỏ mục, nhất là gỗ mục. Chúng gây bệnh cho người và động vật như là chó, trâu, bò, ngựa, dê, cừu.",Nocardia
train,2160,Med_CS-2003-22,8.0,1781503320000.0,1781503740000.0,116,25,40,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nhiễm Nocardia ở phổi bệnh nhân đau ngực, khó thở kèm theo dấu hiệu toàn thân như là sốt, ớn lạnh, mệt mỏi, sút cân.",Nocardia
train,2161,Med_CS-2003-23,12.0,1781503740000.0,1781504400000.0,187,38,59,1,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Các bệnh được xác định bằng xét nghiệm tìm thấy Nocardia trong mủ dịch của thương tổn, mảnh sinh thiết bằng các phương pháp nhuộm gram, nuôi cấy trên môi trường",Nocardia
train,2162,Med_CS-2003-24,11.0,1781504580000.0,1781505180000.0,219,48,78,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Mặc dù chưa có tài liệu chứng tỏ Nocardia gây ra các vụ dịch, nhưng tại các địa phương nếu xuất hiện bệnh Nocardia thì cũng nên báo cáo cho các nhà quản lý biết",Nocardia
train,2163,Med_CS-2004-4,11.0,1781484480000.0,1781485080000.0,121,24,37,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Công dụng: Điều trị và phòng ngừa viêm phổi. Điều trị và dự phòng bệnh do Toxoplasma. Điều trị bệnh do vi khuẩn Nocardia.,Nocardia
train,2164,Med_CS-2004-7,12.0,1781493300000.0,1781493960000.0,168,36,52,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Bệnh huyết thanh, sốc phản vệ, viêm cơ tim dị ứng, phù mạch, sốt do thuốc, viêm mạch dị ứng tương tự ban xuất huyết, viêm quanh động mạch có nốt, lupus ban đỏ h",lupus
train,2165,Med_CS-2006-1,6.0,1781482500000.0,1781482800000.0,92,21,32,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Thưa quý vị và các bạn, Parkinson là bệnh gây tàn phế thứ hai chỉ sau các bệnh mạch máu não.",Parkinson
train,2166,Med_CS-2006-10,11.0,1781493480000.0,1781494080000.0,151,35,51,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"Thì có thể là các cái nhóm thuốc mà tức là từ cái dẫn xuất từ cái L-dopa, nó là dẫn xuất của dopamin, nó vào cơ thể thì nó sẽ chuyển hóa thành dopamin.",dopamin
train,2167,Med_CS-2006-13,8.0,1781496180000.0,1781496600000.0,114,27,38,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,thì bác sĩ sẽ phải thăm khám để xem xem là bệnh nhân là cái thể nào của bệnh Parkinson để lựa chọn cái vị trí đặt.,Parkinson
train,2168,Med_CS-2006-14,14.0,1781496600000.0,1781497380000.0,184,43,64,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,Thì khi người ta đặt cái điện cực vào như vậy thì người ta sẽ điều chỉnh cái tần số để cái điện cực nó phát các cái tín hiệu thay cho tức là thay giống như là t,dopamin
train,2169,Med_CS-2006-15,6.0,1781500800000.0,1781501100000.0,74,16,22,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Thế sau đó thì bị liệt nửa người. Người ta chẩn đoán là bị bệnh Parkinson.,Parkinson
train,2170,Med_CS-2006-3,9.0,1781486040000.0,1781486520000.0,170,33,51,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Đầu tiên chẩn đoán bệnh Parkinson thì mình phải chẩn đoán đấy là hội chứng Parkinson đã. Thế thì hội chứng Parkinson thì cái triệu chứng phải có là triệu chứng ,Parkinson
train,2171,Med_CS-2006-4,7.0,1781489760000.0,1781490120000.0,100,23,31,0,2,2,2,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,Thì yếu tố di truyền thì hiện nay người ta đã tìm ra một số gen có liên quan đến bệnh Parkinson rồi.,gen;Parkinson
train,2172,Med_CS-2006-5,13.0,1781490120000.0,1781490840000.0,192,44,68,0,2,2,2,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"Và người ta cũng nghiên cứu trên các cái trường hợp mà sinh đôi cùng trứng, tức là có cùng bộ gen thì cái tỉ lệ mà cùng bị bệnh Parkinson là cao hơn hẳn so với ",gen;Parkinson
train,2173,Med_CS-2006-6,7.0,1781490840000.0,1781491200000.0,88,20,28,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Đó thì tức là hiện nay người ta đã tìm thấy cái yếu tố di truyền đối với bệnh Parkinson.,Parkinson
train,2174,Med_CS-2006-8,6.0,1781492160000.0,1781492460000.0,128,29,41,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Thưa bác sĩ, vậy thì hiện nay chúng ta sẽ có những cái phương pháp như thế nào để có thể điều trị đối với hội chứng Parkinson ạ?",Parkinson
train,2175,Med_CS-2007-10,10.0,1781492820000.0,1781493360000.0,138,30,47,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Từ đấy, chúng tôi chẩn đoán được bệnh Parkinson ở giai đoạn nào của bệnh và đưa ra một cái chiến lược điều trị phù hợp cho từng bệnh nhân.",Parkinson
train,2176,Med_CS-2007-11,6.0,1781494440000.0,1781494740000.0,109,24,36,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Ngoài ra nếu như mà bạn là một bệnh nhân Parkinson thì xin đừng bỏ cuộc, hãy để chúng tôi đồng hành cùng bạn.",Parkinson
train,2177,Med_CS-2007-2,11.0,1781482620000.0,1781483220000.0,157,32,45,1,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Bệnh Parkinson là một bệnh lý thoái hóa thần kinh phổ biến thứ hai sau Alzheimer và độ tuổi trung bình ở bệnh nhân Parkinson khởi phát là tầm khoảng 60 tuổi.,Parkinson
train,2178,Med_CS-2007-3,5.0,1781483640000.0,1781483880000.0,74,15,25,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Các triệu chứng điển hình của bệnh Parkinson bao gồm là run, chậm và cứng.",Parkinson
train,2179,Med_CS-2007-4,9.0,1781486220000.0,1781486700000.0,116,26,37,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,và các triệu chứng như là chậm và cứng sẽ là hai triệu chứng dẫn đến tàn phế ở bệnh nhân Parkinson ở giai đoạn nặng.,Parkinson
train,2180,Med_CS-2007-6,11.0,1781488320000.0,1781488920000.0,150,33,49,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Và bệnh nhân Parkinson còn có các triệu chứng ngoài vận động như là đau, bệnh nhân có thể đau ở các khớp cổ tay, cổ chân, đặc biệt khớp vai, khớp gối.",Parkinson
train,2181,Med_CS-2007-7,12.0,1781490360000.0,1781491020000.0,200,42,65,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,thì ngoài việc được kiểm soát về những vấn đề vận động thì bệnh nhân Parkinson cũng sẽ được quản lý về các triệu chứng ngoài vận động và được tăng giảm liều thu,Parkinson
train,2182,Med_CS-2007-8,11.0,1781491260000.0,1781491860000.0,168,38,58,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Hiện tại thì quy trình thăm khám và điều trị bệnh Parkinson ở bệnh viện chúng tôi sẽ bao gồm bắt đầu từ việc thu thập đầy đủ các thông tin từ cái bệnh sử của bệ,Parkinson
train,2183,Med_CS-2008-3,8.0,1781483400000.0,1781483820000.0,141,29,43,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Pasteurella multocida gây ra tổn thương phổi đáng kể trong các ca bội nhiễm, khiến nó trở thành tác nhân gây bệnh hô hấp đáng chú ý trên heo.",Pasteurella
train,2184,Med_CS-201-2,5.0,1781483940000.0,1781484240000.0,90,21,29,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"À, ra thế. Nó phản ánh cả gen này, cả môi trường sống, rồi thì cả thói quen sinh hoạt nữa.",gen
train,2185,Med_CS-201-7,3.0,1781486940000.0,1781487120000.0,69,14,18,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"À, ceramide, cái chất mà hay được nhắc đến trong dưỡng ẩm đúng không?",ceramid
train,2186,Med_CS-201-8,4.0,1781487180000.0,1781487420000.0,83,18,29,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"Chính xác. ceramide là cái chất béo thiết yếu, mình hình dung nó như là lớp vữa ấy.",ceramid
train,2187,Med_CS-2010-2,5.0,1781482620000.0,1781482860000.0,85,18,30,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Đặc biệt thường xuyên kết hợp với Ecoli và các virus gây bệnh trên đường hô hấp khác.,virus
train,2188,Med_CS-2011-1,12.0,1781482080000.0,1781482740000.0,169,36,56,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Về nguyên nhân gây bệnh tụ huyết trùng trên gà, bệnh tụ huyết trùng trên gà hay còn gọi là bệnh gà toi do trực khuẩn Pasteurella aviseptica gây ra ở mọi lứa tuổ",Pasteurella
train,2189,Med_CS-2020-1,10.0,1781481840000.0,1781482380000.0,151,32,50,1,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Hơn 30 tấn thực phẩm đông lạnh gồm vú heo, dồi trường, sụn gà, trứng gà non vừa bị tiêu hủy sau khi cơ quan chức năng phát hiện nhiễm khuẩn Salmonella.",Salmonella
train,2190,Med_CS-2020-3,5.0,1781484180000.0,1781484420000.0,80,17,23,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Theo đó, vi khuẩn Salmonella có mặt phổ biến trong ruột của gia cầm và động vật.",Salmonella
train,2191,Med_CS-2020-4,10.0,1781485500000.0,1781486040000.0,186,39,57,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Theo Cục phòng bệnh Bộ Y tế, Salmonella có thể tồn tại trong nước đá từ hai đến ba tháng, sống được nhiều tuần trong môi trường lạnh, khô hoặc thực phẩm không đ",Salmonella
train,2192,Med_CS-2020-5,11.0,1781486820000.0,1781487420000.0,191,40,65,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Salmonella như một kẻ trộm vô hình, không thể thấy bằng mắt thường, chỉ cần một sơ suất trong chế biến hoặc bảo quản là vi khuẩn có thể phát tán rộng, gây hậu q",Salmonella
train,2193,Med_CS-2020-6,7.0,1781487480000.0,1781487840000.0,124,25,43,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nhiễm Salmonella thường gây ra các triệu chứng cấp tính như sốt, đau bụng, tiêu chảy, nôn mửa, buồn nôn, đau đầu và mệt mỏi.",Salmonella
train,2194,Med_CS-2020-8,7.0,1781491620000.0,1781491980000.0,125,27,42,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"người nhiễm Salmonella còn có thể xuất hiện các dấu hiệu phụ, nhưng dễ bị bỏ qua, như ớn lạnh và toát mồ hôi lạnh bất thường,",Salmonella
train,2195,Med_CS-2021-10,7.0,1781497560000.0,1781497920000.0,113,23,38,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Ngay sau đây mời quý vị và các bạn cùng tìm hiểu nguyên nhân, dấu hiệu và cách phòng bệnh nhiễm khuẩn Salmonella.",Salmonella
train,2196,Med_CS-2021-11,9.0,1781498760000.0,1781499240000.0,146,32,51,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Vi khuẩn Salmonella có thể ô nhiễm thức ăn, thức uống hoặc sữa, bao gồm các sản phẩm thịt, thịt gia cầm và các sản phẩm gia cầm nấu không đủ chín.",Salmonella
train,2197,Med_CS-2021-12,10.0,1781499900000.0,1781500440000.0,155,35,52,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Vi khuẩn Salmonella có thể nhiễm vào thức ăn được pha chế hoặc xử lý bằng các dụng cụ nấu bị ô nhiễm hoặc trên những tấm thớt hay trên mặt quầy bị ô nhiễm.,Salmonella
train,2198,Med_CS-2021-13,12.0,1781500440000.0,1781501100000.0,181,40,61,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Vi khuẩn Salmonella cũng lây lan qua việc tiếp xúc với thú vật bị nhiễm bệnh, đặc biệt là gia cầm, lợn, trâu bò, chuột và thú nuôi như loài bò sát, gà con, vịt ",Salmonella
train,2199,Med_CS-2021-14,6.0,1781501760000.0,1781502060000.0,72,15,24,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Salmonella gây bệnh cho người và nhiều loại thú vật bao gồm loài bò sát.,Salmonella
train,2200,Med_CS-2021-15,8.0,1781506140000.0,1781506560000.0,123,28,41,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Vì loài bò sát là loài đặc biệt dễ bị vi khuẩn Salmonella, mọi người nên rửa tay ngay lập tức sau khi đụng đến loài bò sát.",Salmonella
train,2201,Med_CS-2021-8,8.0,1781496540000.0,1781496960000.0,118,25,39,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Thưa quý vị và các bạn, bệnh nhiễm vi khuẩn Salmonella là một bệnh viêm do một nhóm vi khuẩn gọi là Salmonella gây ra.",Salmonella
train,2202,Med_CS-2021-9,10.0,1781497020000.0,1781497560000.0,159,33,54,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Vi khuẩn Salmonella là nguyên nhân thường gây ra bệnh tiêu chảy nhưng cũng có thể nhiễm bệnh đến các bộ phận khác của cơ thể, bao gồm máu, xương và khớp xương.",Salmonella
train,2203,Med_CS-2022-1,8.0,1781482200000.0,1781482620000.0,143,31,48,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Bệnh do Salmonella gây ra là bệnh do nhiễm khuẩn gây thiệt hại đáng kể trên heo, đặc biệt, nó còn có khả năng gây ngộ độc thực phẩm trên người.",Salmonella
train,2204,Med_CS-2022-4,3.0,1781483700000.0,1781483820000.0,35,6,10,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Nguyên nhân gây bệnh do Salmonella.,Salmonella
train,2205,Med_CS-2022-5,6.0,1781483820000.0,1781484120000.0,102,23,33,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Salmonella có thể xảy ra ở mọi lứa tuổi, nhưng thường xảy ra hơn ở heo choai từ tám tuần tuổi trở lên.",Salmonella
train,2206,Med_CS-2022-8,3.0,1781487180000.0,1781487300000.0,33,6,10,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Bệnh tích của bệnh do Salmonella.,Salmonella
train,2207,Med_CS-2023-11,13.0,1781494020000.0,1781494740000.0,236,48,74,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,Một nghiên cứu thực hiện trên nhóm chuột được gây béo phì cho thấy nhóm chuột được điều trị với cao chiết cỏ bần trầu trong dung môi hexan có tác dụng giảm nồng,LDL
train,2208,Med_CS-2023-13,6.0,1781494980000.0,1781495280000.0,90,22,32,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,Qua đó cho thấy tác dụng bảo vệ gan và hỗ trợ điều trị rối loạn lipid máu của cỏ mần trầu.,lipid
train,2209,Med_CS-2023-9,13.0,1781491860000.0,1781492580000.0,202,37,54,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Tác dụng kháng khuẩn, cỏ mần trầu được chứng minh là có tác dụng kháng khuẩn ở mức độ từ thấp đến vừa đối với các loại sáu khuẩn như Pseudomonas aeruginosa, Sta",Salmonella
train,2210,Med_CS-2024-1,14.0,1781485080000.0,1781485860000.0,133,30,47,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"Cỏ mần trầu có công dụng giúp hạ huyết áp, kháng khuẩn, hỗ trợ bảo vệ chức năng thận, hỗ trợ điều trị rối loạn lipid máu, bảo vệ gan,",lipid
train,2211,Med_CS-2024-11,8.0,1781506620000.0,1781507040000.0,67,16,25,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,Tác dụng hỗ trợ điều trị các bệnh rối loạn lipid máu và bảo vệ gan.,lipid
train,2212,Med_CS-2024-13,20.0,1781508000000.0,1781509140000.0,144,33,44,2,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"LDL và tăng HDL so với nhóm đối tượng đối chứng cũng trong nghiên cứu này cho thấy chỉ số AST, ALT, chỉ số men gan cũng được cải thiện 4 đến 5%.",LDL
train,2213,Med_CS-2024-18,11.0,1781514780000.0,1781515380000.0,107,22,34,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"Ngoài ra, thành phần này có khả năng ức chế hormone HDT, một loại hormone chiết xuất cho tóc mọc nhanh hơn.",hormone
train,2214,Med_CS-2024-19,14.0,1781515860000.0,1781516640000.0,107,22,36,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"hormone, hormone HDT còn ngăn chặn các loại nang tóc phát triển và khiến cho quá trình mọc tóc bị chậm lại.",hormone
train,2215,Med_CS-2024-6,21.0,1781502240000.0,1781503440000.0,186,39,62,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nhờ tác dụng của các chất methanolic và chloroform, chiết xuất từ cỏ mần trầu được chứng minh ở nghiên cứu và các đặc tính kháng khuẩn, chống oxy hóa, gây độc t",oxy
train,2216,Med_CS-2025-13,8.0,1781493420000.0,1781493840000.0,109,26,34,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Ví dụ khi mình nhiễm một con dung đũa chó Toxocara hoặc bất kỳ một con dung nào thì kết quả sẽ ghi là Pos nè.,Toxocara
train,2217,Med_CS-2025-7,5.0,1781488980000.0,1781489220000.0,45,10,13,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Toxocara ở đây nó có từng cái loại khác nhau.,Toxocara
train,2218,Med_CS-2029-1,6.0,1781481840000.0,1781482140000.0,89,21,28,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Giun đũa chó mèo hay còn gọi là Toxocara là một loại ký sinh trùng phổ biến ở chó và mèo.,Toxocara
train,2219,Med_CS-203-12,6.0,1781488260000.0,1781488560000.0,50,10,17,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"cấu trúc của oxicam này, cấu trúc của arin acetic.",acetic
train,2220,Med_CS-203-8,7.0,1781486340000.0,1781486700000.0,60,11,14,0,1,1,1,Medical Sciences,True,True,True,True,duration_mismatch_start_end_gt_1s,"anthranilic này, arin acetic, oxicam và gì ạ? các chất khác.",acetic
train,2221,Med_CS-203-9,9.0,1781486760000.0,1781487240000.0,103,24,28,0,1,1,1,Treatments,True,True,True,True,duration_mismatch_start_end_gt_1s,"Đấy. thì em đã có chuẩn bị ở đây ạ. Đây, đây là cái acid salicylic này, cấu trúc anilin là như này này.",salicylic
train,2222,Med_CS-2030-2,5.0,1781484960000.0,1781485200000.0,64,14,21,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Các bác sĩ phẫu thuật ghi nhận ông Minh bị tắc ruột do Toxocara.,Toxocara
train,2223,Med_CS-2030-3,7.0,1781485560000.0,1781485920000.0,116,24,40,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"thêm rằng nhiễm Toxocara dễ bị bỏ sót trong chẩn đoán do nhầm lẫn với các bệnh thông thường như sốt, phát ban, ngứa.",Toxocara
train,2224,Med_CS-2030-4,11.0,1781486400000.0,1781487000000.0,159,35,44,2,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Toxocara là ký sinh trùng thuộc loại giun đũa chó mèo. Toxocara ký sinh ở ruột non vật chủ 60 đến 90 ngày kể từ khi ấu trùng giun xâm nhập, nở và trưởng thành.",Toxocara
train,2225,Med_CS-2030-7,10.0,1781491500000.0,1781492040000.0,155,34,47,1,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Theo thư viện y khoa Mỹ, trên thế giới có khoảng 1,4 tỷ người nhiễm Toxocara, vùng nhiệt đới có độ ẩm cao có xu hướng nhiễm bệnh nhiều hơn các vùng ôn đới.",Toxocara
train,2226,Med_CS-2030-8,5.0,1781492100000.0,1781492340000.0,65,14,17,2,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Có khoảng 26 triệu con chó và 23 triệu con mèo bị nhiễm Toxocara.,Toxocara
train,2227,Med_CS-2033-1,4.0,1781483520000.0,1781483700000.0,68,13,19,0,2,2,2,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,Nấm da đầu là bệnh do chủng nấm Trichophiton và Microsporum gây nên.,Trichophiton;Microsporum
train,2228,Med_CS-204-37,7.0,1781501220000.0,1781501640000.0,127,27,45,0,1,1,1,Nutrition,True,True,True,True,duration_mismatch_start_end_gt_1s,"Nghiên cứu gần đây cho thấy, loại Vitamin này còn tác dụng rất tốt trong việc kháng viêm, hỗ trợ trị mụn, mờ vết thâm hiệu quả.",Vitamin
train,2229,Med_CS-2042-1,8.0,1781485920000.0,1781486340000.0,146,35,52,0,1,1,1,Pathology & Pathogens,True,True,True,True,duration_mismatch_start_end_gt_1s,"Như vậy thì cái mầm bệnh của nó là như thế nào? Thì như tôi nói các bạn á, mầm bệnh là do trùng roi và cái tên khoa học của nó là cái Trypanosoma.",Trypanosoma
